,Unnamed: 0,fold,sampler,pvalue,loss,oodness
0,0,ind,ClassOrderSampler,1.4113545222742489e-11,6.790924022,0.8120393419729689
1,0,ind,ClassOrderSampler,2.672155706611956e-09,9.598749040000001,1.1477910559673272
2,0,ind,ClassOrderSampler,2.7295144340891846e-14,3.9689229233785195,0.47459249265647657
3,0,ind,ClassOrderSampler,8.846539629304921e-14,6.610666416399999,0.7904846511882032
4,0,ind,ClassOrderSampler,5.35495963754223e-10,5.6489779746,0.6754886879095139
5,0,ind,ClassOrderSampler,1.5879602664409437e-11,8.36280174,1.0
6,0,ind,ClassOrderSampler,1.8735886699988785e-08,7.188205858359999,0.8595451718026738
7,1,ind,ClusterSampler,3.3951662667122266e-08,5.8999348216,0.7054973925042494
8,1,ind,ClusterSampler,2.631371988177354e-12,6.39748478317852,0.7649929990063975
9,1,ind,ClusterSampler,1.4152656275691656e-09,7.363060128000001,0.8804537470716125
10,1,ind,ClusterSampler,2.851402499175112e-11,8.16704962,0.976592519339099
11,1,ind,ClusterSampler,5.7038321113077197e-11,6.42944307236,0.7688144801529158
12,1,ind,ClusterSampler,9.248107016018083e-09,7.295381206,0.8723608944482761
13,1,ind,ClusterSampler,7.77166174660951e-14,7.8881782124,0.9432458711379184
14,2,ind,RandomSampler,3.636641133645594e-07,6.969826264094001,0.8334319622521628
15,2,ind,RandomSampler,6.805514566224652e-09,7.24010156068,0.8657507119952362
16,2,ind,RandomSampler,3.027167689196848e-07,7.13388764698,0.8530499548803127
17,2,ind,RandomSampler,9.248107016018083e-09,7.0347026464999995,0.8411896951774441
18,2,ind,RandomSampler,6.140812775855416e-09,7.20411479362,0.8614475169442436
19,2,ind,RandomSampler,2.2867113558660655e-08,7.04739627142,0.8427075626714546
20,2,ind,RandomSampler,1.7346230121644193e-07,7.18726895283052,0.8594331393094248
21,3,noise_0.1,ClassOrderSampler,9.60850493137902e-84,5.708142073781601,0.6825633622855205
22,3,noise_0.1,ClassOrderSampler,6.180487291267954e-94,5.703878437564519,0.6820535288170684
23,3,noise_0.1,ClassOrderSampler,4.82896126701042e-84,8.458166921200002,1.0114034965989762
24,3,noise_0.1,ClassOrderSampler,1.3049832050895376e-77,8.805606728,1.0529493585722625
25,3,noise_0.1,ClassOrderSampler,1.9673392763972556e-63,4.0816223129064,0.4880687644887776
26,3,noise_0.1,ClassOrderSampler,9.50278271969232e-66,4.106023590884001,0.4909865997712868
27,3,noise_0.1,ClassOrderSampler,1.9673392763972556e-63,0.4173481667396,0.0499053044320527
28,3,noise_0.1,ClassOrderSampler,8.466386275338044e-60,0.4203869734384,0.05026867627719224
29,3,noise_0.1,ClassOrderSampler,6.668956872645538e-79,2.64776099391986,0.3166117141406559
30,3,noise_0.1,ClassOrderSampler,1.5641108698596052e-73,2.8598783408498,0.34197610200069145
31,3,noise_0.1,ClassOrderSampler,3.364216398217189e-71,6.474911981539999,0.7742515227366851
32,3,noise_0.1,ClassOrderSampler,4.0719948197450745e-70,6.374438488959999,0.7622371888204059
33,3,noise_0.1,ClassOrderSampler,4.4758870401673534e-128,2.1385512827439404,0.25572186800926605
34,3,noise_0.1,ClassOrderSampler,1.827504979910909e-114,2.050526685004,0.24519613746146274
35,3,noise_0.1,ClassOrderSampler,3.534603603906867e-63,7.10445308491,0.849530253829741
36,3,noise_0.1,ClassOrderSampler,6.997195726781519e-57,7.327682123074001,0.876223346061771
37,3,noise_0.1,ClassOrderSampler,1.2805938782667779e-101,2.664988524612,0.3186717331663061
38,3,noise_0.1,ClassOrderSampler,4.609179395134766e-89,2.8294035814179996,0.33833201711391997
39,3,noise_0.1,ClassOrderSampler,9.390860598415103e-78,6.957829953800001,0.8319974776539424
40,4,noise_0.1,ClusterSampler,4.958837061902936e-92,4.852744400540001,0.5802773462067032
41,4,noise_0.1,ClusterSampler,1.515426397276869e-85,5.2085396410980005,0.6228223271376992
42,4,noise_0.1,ClusterSampler,1.3398767494741447e-88,3.531144361666,0.4222441798155076
43,4,noise_0.1,ClusterSampler,1.866684258490236e-86,4.470898664604,0.5346173212763502
44,4,noise_0.1,ClusterSampler,1.4924561319493533e-59,5.162028162222,0.617260617040767
45,4,noise_0.1,ClusterSampler,4.734135919313729e-50,4.8630231800528,0.5815064533686769
46,4,noise_0.1,ClusterSampler,1.26937598045714e-99,4.517845780943941,0.5402311236597535
47,4,noise_0.1,ClusterSampler,3.49459564515631e-77,3.4971118930947,0.4181746742084908
48,4,noise_0.1,ClusterSampler,1.9673392763972556e-63,5.022334955554001,0.6005565014810457
49,4,noise_0.1,ClusterSampler,5.336260808045618e-105,3.9659931026278,0.4742421530404235
50,4,noise_0.1,ClusterSampler,6.0706486966099296e-64,5.4532044358905205,0.6520786460603717
51,4,noise_0.1,ClusterSampler,1.2069900142720762e-74,4.2362720798104,0.5065613428987495
52,4,noise_0.1,ClusterSampler,8.466386275338044e-60,5.183469771608,0.6198245435874701
53,4,noise_0.1,ClusterSampler,4.1206526153358845e-68,5.26745954662,0.6298678015317866
54,4,noise_0.1,ClusterSampler,1.9805746398531089e-59,4.0986947908328,0.49011024274656545
55,4,noise_0.1,ClusterSampler,1.354642619338508e-83,5.352308596728,0.6400138091433458
56,4,noise_0.1,ClusterSampler,9.293292279983439e-79,5.330093825810001,0.6373574301439795
57,4,noise_0.1,ClusterSampler,2.1875584510563648e-70,4.60882997882,0.5511107547576514
58,4,noise_0.1,ClusterSampler,8.277641517737923e-104,4.609653172400001,0.5512091899000348
59,5,noise_0.1,RandomSampler,3.644138703909606e-56,4.574045714120601,0.5469513515120832
60,5,noise_0.1,RandomSampler,1.829637751639376e-53,4.682225403012899,0.5598871704224928
61,5,noise_0.1,RandomSampler,6.1226181994314745e-59,4.6778096150402,0.5593591430807016
62,5,noise_0.1,RandomSampler,4.389039231249782e-52,4.8762841233464,0.583092159177075
63,5,noise_0.1,RandomSampler,3.4845491058198874e-59,5.0281974128328,0.6012575174157841
64,5,noise_0.1,RandomSampler,1.5205071200846479e-62,4.9767384883356005,0.5951042058705556
65,5,noise_0.1,RandomSampler,4.026374243407085e-57,4.615651208325799,0.5519264179430133
66,5,noise_0.1,RandomSampler,1.6274800431410027e-51,4.7719476737614,0.5706159038706806
67,5,noise_0.1,RandomSampler,3.3738634481372174e-52,4.6964053054134,0.5615827627420712
68,5,noise_0.1,RandomSampler,3.0528045687394253e-57,4.7796306056632005,0.5715346069729019
69,5,noise_0.1,RandomSampler,3.644138703909606e-56,4.6884580065598005,0.5606324473931389
70,5,noise_0.1,RandomSampler,8.280260439825687e-56,4.8931459945241995,0.5851084536800462
71,5,noise_0.1,RandomSampler,4.796545185821245e-60,4.5365932257004005,0.5424728896778079
72,5,noise_0.1,RandomSampler,6.1226181994314745e-59,4.635912557448,0.5543492123308426
73,5,noise_0.1,RandomSampler,8.662630572517082e-62,4.380306885438,0.5237846144894976
74,5,noise_0.1,RandomSampler,4.357764342853182e-58,4.6706599478498,0.5585042062529871
75,5,noise_0.1,RandomSampler,3.559217419544618e-51,4.8483706885018,0.5797543501852526
76,5,noise_0.1,RandomSampler,4.877303693310315e-61,4.6738833498074,0.5588896514731198
77,5,noise_0.1,RandomSampler,4.6169976386377314e-51,4.730798051131201,0.5656953492635592
78,6,noise_0.15000000000000002,ClassOrderSampler,1.6532556705380868e-206,7.705489039915999,0.9214004205145726
79,6,noise_0.15000000000000002,ClassOrderSampler,8.157217484609618e-230,7.7980712158,0.9324711332687889
80,6,noise_0.15000000000000002,ClassOrderSampler,3.8488774900439395e-273,10.9686006,1.311594001748988
81,6,noise_0.15000000000000002,ClassOrderSampler,9.568745053538516e-301,10.803129799999999,1.2918074750388617
82,6,noise_0.15000000000000002,ClassOrderSampler,3.0632323601216956e-237,2.4220311256158,0.28961957976727065
83,6,noise_0.15000000000000002,ClassOrderSampler,5.0115024762211445e-253,2.5183977417220005,0.30114282509846996
84,6,noise_0.15000000000000002,ClassOrderSampler,5.537356126970904e-254,3.5566888182399996,0.42529871313677703
85,6,noise_0.15000000000000002,ClassOrderSampler,7.340354972274523e-250,3.8453667418200004,0.4598179965725219
86,6,noise_0.15000000000000002,ClassOrderSampler,7.96477122131269e-274,3.2933678084898004,0.3938115371954041
87,6,noise_0.15000000000000002,ClassOrderSampler,2.854491805664203e-277,3.320299938421,0.3970320045421763
88,6,noise_0.15000000000000002,ClassOrderSampler,9.88740587089382e-264,9.440475399999999,1.1288651451397433
89,6,noise_0.15000000000000002,ClassOrderSampler,1.943519242169876e-271,9.400656399999999,1.1241037025947715
90,6,noise_0.15000000000000002,ClassOrderSampler,4.64e-322,0.57435179049,0.06867935033576437
91,6,noise_0.15000000000000002,ClassOrderSampler,4.94e-322,0.5941847449326,0.07105091850863368
92,6,noise_0.15000000000000002,ClassOrderSampler,1.0353155810961696e-242,9.845885194000001,1.1773428929812224
93,6,noise_0.15000000000000002,ClassOrderSampler,8.311976247541075e-251,9.633673428000002,1.151967214757862
94,6,noise_0.15000000000000002,ClassOrderSampler,2.733530719442095e-284,6.037984077999999,0.722004929175805
95,6,noise_0.15000000000000002,ClassOrderSampler,9.66230257664153e-263,6.140845280000001,0.734304778580103
96,6,noise_0.15000000000000002,ClassOrderSampler,8.448895088581279e-273,9.3597406,1.1192111078314289
97,7,noise_0.15000000000000002,ClusterSampler,1.36e-321,5.290036601300001,0.6325675013909873
98,7,noise_0.15000000000000002,ClusterSampler,3.802331907754696e-287,5.951298910859999,0.7116393639220723
99,7,noise_0.15000000000000002,ClusterSampler,1.8529228654867265e-272,6.81844081368,0.8153297215055106
100,7,noise_0.15000000000000002,ClusterSampler,9.1e-322,6.488801461045,0.7759123871140583
101,7,noise_0.15000000000000002,ClusterSampler,1.9952665802621654e-214,6.5187358800578,0.7794918596333721
102,7,noise_0.15000000000000002,ClusterSampler,2.6676257375796616e-305,7.305433000598,0.873562859400993
103,7,noise_0.15000000000000002,ClusterSampler,2.5150065171172005e-243,6.791430567573999,0.812099913249169
104,7,noise_0.15000000000000002,ClusterSampler,9.368015148700059e-262,6.6610787859060006,0.7965128186700263
105,7,noise_0.15000000000000002,ClusterSampler,1.9376150503967642e-251,5.9779428104,0.7148253655000555
106,7,noise_0.15000000000000002,ClusterSampler,4.663534355220683e-280,6.16854906138,0.7376175178080929
107,7,noise_0.15000000000000002,ClusterSampler,3.2416894477746605e-292,5.869928891772,0.7019093689254434
108,7,noise_0.15000000000000002,ClusterSampler,6e-322,6.562312145626,0.784702585287643
109,7,noise_0.15000000000000002,ClusterSampler,7.216204995659014e-245,7.145017073352001,0.8543807799695609
110,7,noise_0.15000000000000002,ClusterSampler,4.0258769872328886e-211,6.5371599863064,0.7816949617540975
111,7,noise_0.15000000000000002,ClusterSampler,9.011680833127247e-261,5.7611087863599995,0.6888969708326482
112,7,noise_0.15000000000000002,ClusterSampler,1.2061763036080207e-228,6.676620165779999,0.7983712125859866
113,7,noise_0.15000000000000002,ClusterSampler,6.27e-322,6.03234956572,0.7213311702544319
114,7,noise_0.15000000000000002,ClusterSampler,1.3248436315100609e-248,6.370465236346,0.7617620785956837
115,7,noise_0.15000000000000002,ClusterSampler,1.2056007348841371e-284,5.892404413052,0.7045969277100188
116,8,noise_0.15000000000000002,RandomSampler,4.240955962052773e-261,6.500899988297999,0.7773590945249408
117,8,noise_0.15000000000000002,RandomSampler,9.486486569282005e-239,6.243008051454001,0.7465211116500773
118,8,noise_0.15000000000000002,RandomSampler,1.8214590437817925e-259,6.7169990009400005,0.8031995986239894
119,8,noise_0.15000000000000002,RandomSampler,4.014787226503963e-251,6.5538302731105995,0.7836883471436451
120,8,noise_0.15000000000000002,RandomSampler,3.8488774900439395e-273,6.201015749123799,0.7414997918058738
121,8,noise_0.15000000000000002,RandomSampler,5.601441336377801e-248,6.092353771652201,0.7285063022015634
122,8,noise_0.15000000000000002,RandomSampler,8.311976247541075e-251,6.1897573407838005,0.7401535434204615
123,8,noise_0.15000000000000002,RandomSampler,4.8406905335476436e-247,6.349742642323999,0.7592841298571786
124,8,noise_0.15000000000000002,RandomSampler,3.635608802518513e-282,6.320356363774,0.7557702024123317
125,8,noise_0.15000000000000002,RandomSampler,1.4703859978944732e-244,6.477223372787999,0.7745279123151853
126,8,noise_0.15000000000000002,RandomSampler,9.368015148700059e-262,6.438614874418,0.7699112181054767
127,8,noise_0.15000000000000002,RandomSampler,1.9940894322697272e-261,6.1677617972398,0.7375233790057302
128,8,noise_0.15000000000000002,RandomSampler,2.4067892803429955e-253,6.2506184409878,0.7474311403426622
129,8,noise_0.15000000000000002,RandomSampler,5.0115024762211445e-253,6.056183738450001,0.7241811927075531
130,8,noise_0.15000000000000002,RandomSampler,1.1549144561319327e-253,6.40606564686,0.7660190742319332
131,8,noise_0.15000000000000002,RandomSampler,8.448895088581279e-273,6.300208515384,0.753360980118608
132,8,noise_0.15000000000000002,RandomSampler,1.0353155810961696e-242,6.31752183158,0.7554312571303405
133,8,noise_0.15000000000000002,RandomSampler,9.66230257664153e-263,6.471465063854,0.773839350142719
134,8,noise_0.15000000000000002,RandomSampler,7.96477122131269e-274,6.4844797548635995,0.775395609804759
135,9,noise_0.2,ClassOrderSampler,1.36e-321,9.357613954,1.1189568095632025
136,9,noise_0.2,ClassOrderSampler,5.83e-322,9.31985044,1.1144411561764467
137,9,noise_0.2,ClassOrderSampler,2.1e-322,11.924352,1.4258800304884425
138,9,noise_0.2,ClassOrderSampler,1.53e-322,11.9056934,1.4236488882731781
139,9,noise_0.2,ClassOrderSampler,2.96e-322,3.6130006220472,0.43203231816030113
140,9,noise_0.2,ClassOrderSampler,2.37e-322,3.743622269826,0.44765168255991683
141,9,noise_0.2,ClassOrderSampler,1.7e-322,6.840836858,0.8180077766617004
142,9,noise_0.2,ClassOrderSampler,1.6e-322,6.843880140000001,0.8183716836506041
143,9,noise_0.2,ClassOrderSampler,1.3e-322,4.256697709286,0.5090037814630769
144,9,noise_0.2,ClassOrderSampler,1.33e-322,4.06825768204,0.4864706600159099
145,9,noise_0.2,ClassOrderSampler,1.53e-322,10.7776498,1.2887606492510248
146,9,noise_0.2,ClassOrderSampler,1.1e-322,10.922396799999998,1.3060690830152333
147,9,noise_0.2,ClassOrderSampler,9e-323,0.3137618899586,0.037518752651739894
148,9,noise_0.2,ClassOrderSampler,8e-323,0.2894232695706,0.034608409785235446
149,9,noise_0.2,ClassOrderSampler,1.4e-322,11.1652002,1.335102821653165
150,9,noise_0.2,ClassOrderSampler,1.3e-322,11.159681400000002,1.3344428992764812
151,9,noise_0.2,ClassOrderSampler,3.46e-322,7.971466599999999,0.9532052591743014
152,9,noise_0.2,ClassOrderSampler,3.3e-322,8.098970999999999,0.9684518719679702
153,9,noise_0.2,ClassOrderSampler,2.1e-322,10.6101224,1.2687282001737374
154,10,noise_0.2,ClusterSampler,1.24e-322,8.2521638590112,0.986770237483975
155,10,noise_0.2,ClusterSampler,4.15e-322,7.7172032968666,0.9228011779777766
156,10,noise_0.2,ClusterSampler,1.53e-322,7.1384266706599995,0.8535927183967893
157,10,noise_0.2,ClusterSampler,1.24e-322,7.508012067824801,0.8977866869560392
158,10,noise_0.2,ClusterSampler,1.93e-322,7.50693161238,0.8976574891730005
159,10,noise_0.2,ClusterSampler,1.6e-322,7.855974770396,0.9393950753155126
160,10,noise_0.2,ClusterSampler,1.7e-322,7.686211737812,0.9190952956648712
161,10,noise_0.2,ClusterSampler,1.3e-322,7.92785262639,0.9479900244998514
162,10,noise_0.2,ClusterSampler,1.33e-322,8.20219768883,0.9807954252458458
163,10,noise_0.2,ClusterSampler,1.43e-322,7.926559696304,0.9478354196047222
164,10,noise_0.2,ClusterSampler,1.24e-322,8.40438134699,1.0049719709115095
165,10,noise_0.2,ClusterSampler,2.1e-322,7.563029788346001,0.9043655491880644
166,10,noise_0.2,ClusterSampler,4e-322,7.8039620657799995,0.9331755443218243
167,10,noise_0.2,ClusterSampler,3.9e-322,7.548946623514,0.9026815244712474
168,10,noise_0.2,ClusterSampler,1.63e-322,7.474688728288,0.8938019769781126
169,10,noise_0.2,ClusterSampler,2.1e-322,7.4052506588564,0.8854987705180728
170,10,noise_0.2,ClusterSampler,4e-322,7.2141539539820005,0.8626479711310244
171,10,noise_0.2,ClusterSampler,2.96e-322,7.796524217646,0.9322861476381239
172,10,noise_0.2,ClusterSampler,1.3e-322,7.76941970266,0.9290450669777566
173,11,noise_0.2,RandomSampler,2e-322,7.855014418161599,0.9392802391321069
174,11,noise_0.2,RandomSampler,2.03e-322,7.57635505029,0.9059589460373839
175,11,noise_0.2,RandomSampler,2.47e-322,8.002972523634,0.9569726477377903
176,11,noise_0.2,RandomSampler,2.5e-322,7.839816457473999,0.93746291030379
177,11,noise_0.2,RandomSampler,2.4e-322,7.597955367021401,0.9085418503561703
178,11,noise_0.2,RandomSampler,1.9e-322,7.6749820786719996,0.917752485026866
179,11,noise_0.2,RandomSampler,2.03e-322,7.97677919836,0.953840524546502
180,11,noise_0.2,RandomSampler,2.47e-322,7.445210660353999,0.8902770736203055
181,11,noise_0.2,RandomSampler,2.4e-322,7.416316497574,0.886821991976818
182,11,noise_0.2,RandomSampler,1.63e-322,7.7426047069674,0.9258386062094305
183,11,noise_0.2,RandomSampler,1.63e-322,7.5447722457354,0.9021823642725028
184,11,noise_0.2,RandomSampler,2.57e-322,7.2861354910422,0.8712553182017919
185,11,noise_0.2,RandomSampler,3.06e-322,7.971120063256399,0.9531638212980521
186,11,noise_0.2,RandomSampler,2.2e-322,7.64534730816334,0.9142088436217478
187,11,noise_0.2,RandomSampler,2.03e-322,7.5507610785086,0.9028984918287205
188,11,noise_0.2,RandomSampler,2.5e-322,7.6760978151020005,0.9178859016095724
189,11,noise_0.2,RandomSampler,2.03e-322,7.8466435502922,0.9382792746073398
190,11,noise_0.2,RandomSampler,2.27e-322,7.879819701145999,0.9422463841820073
191,11,noise_0.2,RandomSampler,1.93e-322,7.548400860282199,0.9026162636592888
